,url0,url1,url2,url3,click0,click1,click2,click3,orig0,click_orig0,name,Token,Guessed name,correct?,Guessed characteristics,correct?
185,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-011.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-011.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0112___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0112___part_000.m_gold_conll.html,wsj_01_wsj_0112___part_000.m_g,_QUOR48_ _MA47_,,,a law or paragraph of a law,y
201,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-130.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-130.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0112___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0112___part_000.m_gold_conll.html,wsj_01_wsj_0112___part_000.m_g,_DI40_,the Treasury,n,,
226,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-011.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-011.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0112___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0112___part_000.m_gold_conll.html,wsj_01_wsj_0112___part_000.m_g,_DI40_,,,governmental institution,y
227,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-011.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-011.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0112___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0112___part_000.m_gold_conll.html,wsj_01_wsj_0112___part_000.m_g,_SHA_,,,US president,y
255,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-130.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-130.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0112___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0112___part_000.m_gold_conll.html,wsj_01_wsj_0112___part_000.m_g,_ZE83_ _DAS45_,,,President,y
263,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-130.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-130.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0112___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0112___part_000.m_gold_conll.html,wsj_01_wsj_0112___part_000.m_g,_QUOR48_ _MA47_,,,an official legal document,y
294,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-130.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-130.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0112___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0112___part_000.m_gold_conll.html,wsj_01_wsj_0112___part_000.m_g,_SHA_,,,president's last name,y
11,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-docs-140-189/student2-2019-03-29-question-177.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-177.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-docs-140-189/student2-2019-03-29-question-177.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-177.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0121___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0121___part_000.m_gold_conll.html,wsj_01_wsj_0121___part_000.m_g,_GU24_ _TRA_,,,"an American city, perhaps New York or Los Angeles",y
38,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-docs-140-189/student2-2019-03-29-question-177.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-177.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-docs-140-189/student2-2019-03-29-question-177.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-177.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0121___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0121___part_000.m_gold_conll.html,wsj_01_wsj_0121___part_000.m_g,_MI71_,,,the name of an American city,y
93,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-167.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-167.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0121___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0121___part_000.m_gold_conll.html,wsj_01_wsj_0121___part_000.m_g,_KOOG_ _SHEA62_,,,US city,n
112,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-177.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-177.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0121___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0121___part_000.m_gold_conll.html,wsj_01_wsj_0121___part_000.m_g,_PHOO_,,,an American city,y
147,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-177.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-177.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0121___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0121___part_000.m_gold_conll.html,wsj_01_wsj_0121___part_000.m_g,_NE_,,,a U.S. state,y
180,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-167.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-167.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0121___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0121___part_000.m_gold_conll.html,wsj_01_wsj_0121___part_000.m_g,_CHIEL96_,,,town or suburb in US,y
207,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-167.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-167.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0121___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0121___part_000.m_gold_conll.html,wsj_01_wsj_0121___part_000.m_g,_PHOO_,,,city,y
208,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-167.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-167.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0121___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0121___part_000.m_gold_conll.html,wsj_01_wsj_0121___part_000.m_g,_NE_,,,US state,y
91,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-013.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-013.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0126___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0126___part_000.m_gold_conll.html,wsj_01_wsj_0126___part_000.m_g,_DU_ _LEES40_,,,american city,y
209,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-013.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-013.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0126___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0126___part_000.m_gold_conll.html,wsj_01_wsj_0126___part_000.m_g,_DIEC_ _THU_,,,a sport stadium,y
231,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-132.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-132.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0126___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0126___part_000.m_gold_conll.html,wsj_01_wsj_0126___part_000.m_g,_DIEC_ _THU_,,,ballpark stadium,y
234,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-132.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-132.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0126___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0126___part_000.m_gold_conll.html,wsj_01_wsj_0126___part_000.m_g,_DU_ _LEES40_,,,city,y
154,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-180.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-180.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_22_wsj_2278___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_22_wsj_2278___part_000.m_gold_conll.html,wsj_22_wsj_2278___part_000.m_g,_ZOO88_,Clinton,n,,
187,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-170.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-170.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_22_wsj_2278___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_22_wsj_2278___part_000.m_gold_conll.html,wsj_22_wsj_2278___part_000.m_g,_ZOO88_,Bush,y,,
71,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-documents-for-name-annotation/student1-2019-03-14-question-136.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-documents-for-name-annotation/student1-2019-03-14-question-136.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2404___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2404___part_000.m_gold_conll.html,wsj_24_wsj_2404___part_000.m_g,_JEA99_,,,car company stocks,y
189,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-017.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-017.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2404___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2404___part_000.m_gold_conll.html,wsj_24_wsj_2404___part_000.m_g,_HIL_,,,us car manufacture,y
210,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-017.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-017.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2404___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2404___part_000.m_gold_conll.html,wsj_24_wsj_2404___part_000.m_g,_QUY78_,,,US car manufacturer,y
215,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-017.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-017.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2404___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2404___part_000.m_gold_conll.html,wsj_24_wsj_2404___part_000.m_g,_SIENG21_,,,division of a car manufacturer,y
245,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-136.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-136.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2404___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2404___part_000.m_gold_conll.html,wsj_24_wsj_2404___part_000.m_g,_HIL_,,,car maker company,y
283,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-136.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-136.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2404___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2404___part_000.m_gold_conll.html,wsj_24_wsj_2404___part_000.m_g,_FEAD42_,,,car maker,y
289,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-136.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-136.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2404___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2404___part_000.m_gold_conll.html,wsj_24_wsj_2404___part_000.m_g,_QUY78_,,,car maker,y
84,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-documents-for-name-annotation/student3-2019-03-29-question-177.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-documents-for-name-annotation/student3-2019-03-29-question-177.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2423___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2423___part_000.m_gold_conll.html,wsj_24_wsj_2423___part_000.m_g,_CHUNG29_,,,a person or institution,n
162,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-187.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-187.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2423___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_24_wsj_2423___part_000.m_gold_conll.html,wsj_24_wsj_2423___part_000.m_g,_GYD82_,,,"no clue, maybe a company",n
